latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
10.790861,76.6313,88.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h),temperature_2m_mean (°C)
2018-09-30,28.8,23.2,19.30,9.5,25.7
2018-10-01,31.5,23.3,5.60,12.3,26.3
2018-10-02,30.1,23.6,6.30,8.9,26.2
2018-10-03,30.0,23.4,29.80,10.3,25.7
2018-10-04,29.0,23.2,15.70,13.3,25.1
2018-10-05,29.1,23.2,3.80,20.5,26.2
2018-10-06,29.8,24.0,17.90,16.9,26.1
2018-10-07,31.2,23.2,17.80,20.2,26.6
2018-10-08,30.0,23.2,12.90,13.2,25.6
2018-10-09,28.3,23.2,1.40,10.0,25.4
2018-10-10,29.3,23.1,9.30,15.9,25.4
2018-10-11,30.3,23.5,1.40,14.1,26.5
2018-10-12,30.0,24.3,3.70,13.3,26.4
2018-10-13,28.5,23.9,2.50,16.2,25.8
2018-10-14,27.6,23.7,10.20,11.9,25.3
2018-10-15,28.1,23.4,2.10,12.8,25.5
2018-10-16,27.1,22.2,15.80,11.4,24.6
2018-10-17,29.2,22.5,5.00,14.7,25.3
2018-10-18,30.1,22.6,14.10,10.2,26.2
2018-10-19,29.9,22.5,8.90,10.7,25.5
2018-10-20,27.7,23.0,16.30,9.8,25.1
2018-10-21,30.0,23.1,1.90,12.1,25.9
2018-10-22,29.8,22.6,2.90,12.0,25.6
2018-10-23,31.6,22.8,0.00,14.2,26.5
2018-10-24,31.5,22.9,0.40,14.2,26.5
2018-10-25,31.4,23.5,0.00,18.2,27.0
2018-10-26,31.0,24.0,0.00,18.8,26.8
2018-10-27,31.5,22.1,0.00,17.0,26.4
2018-10-28,31.4,21.7,0.00,18.9,26.1
2018-10-29,29.6,22.0,2.00,9.0,25.9
2018-10-30,31.4,23.4,0.00,10.6,26.5
2018-10-31,31.8,22.9,3.60,11.1,26.9
2018-11-01,27.8,23.9,7.10,10.4,26.2
2018-11-02,30.2,24.0,0.10,20.2,26.7
2018-11-03,30.7,23.6,5.20,22.3,25.9
2018-11-04,31.8,23.2,0.00,25.2,27.1
2018-11-05,31.3,24.2,0.00,18.4,27.1
2018-11-06,30.1,24.4,0.00,19.1,26.7
2018-11-07,31.3,22.7,0.00,17.6,26.7
2018-11-08,31.0,23.6,0.00,15.6,26.8
2018-11-09,30.9,24.1,1.60,15.6,26.8
2018-11-10,32.8,23.0,0.00,16.6,27.4
2018-11-11,33.5,23.6,0.90,13.0,27.4
2018-11-12,30.5,23.1,0.30,12.5,26.7
2018-11-13,31.0,22.6,1.20,14.1,26.6
2018-11-14,33.1,22.2,0.30,12.2,27.3
2018-11-15,35.0,23.1,2.80,16.4,28.1
2018-11-16,28.3,23.0,16.90,19.2,24.8
2018-11-17,31.1,23.0,0.20,15.1,26.5
2018-11-18,31.2,23.0,8.10,16.5,26.2
2018-11-19,30.8,23.4,5.70,17.7,26.1
2018-11-20,30.3,22.8,4.50,12.2,26.0
2018-11-21,30.7,23.0,1.80,12.2,26.5
2018-11-22,30.1,22.9,6.60,17.2,26.0
2018-11-23,29.0,23.7,12.00,19.1,25.8
2018-11-24,29.2,24.0,0.80,18.4,26.2
2018-11-25,31.4,23.9,0.10,14.8,26.8
2018-11-26,30.9,23.0,0.00,20.0,26.8
2018-11-27,30.3,21.6,0.00,22.3,25.6
2018-11-28,31.4,21.8,0.00,20.2,27.0
2018-11-29,28.4,23.4,5.60,21.7,25.5
2018-11-30,31.9,24.0,0.00,24.5,27.5
2018-12-01,30.9,23.3,0.00,22.0,27.3
2018-12-02,32.6,23.0,0.00,19.8,27.3
2018-12-03,32.8,23.8,0.00,22.7,27.7
2018-12-04,30.8,23.9,8.80,23.0,26.6
2018-12-05,31.4,24.4,0.30,18.0,27.7
2018-12-06,33.4,24.6,3.00,19.8,28.2
2018-12-07,33.8,25.1,0.00,19.8,28.8
2018-12-08,34.2,24.3,0.00,20.6,28.3
2018-12-09,33.5,24.2,0.00,22.7,28.1
2018-12-10,33.8,23.5,0.00,17.3,28.1
2018-12-11,34.6,23.5,0.10,14.8,28.4
2018-12-12,33.6,23.9,0.70,13.7,28.0
2018-12-13,32.5,24.0,0.10,10.7,27.9
2018-12-14,33.8,23.9,0.40,11.9,28.2
2018-12-15,34.2,23.6,0.00,19.4,28.3
2018-12-16,32.5,23.2,0.10,12.6,27.2
2018-12-17,34.3,22.2,0.20,19.1,27.2
2018-12-18,34.3,22.1,0.00,17.2,27.6
2018-12-19,32.5,23.4,0.70,19.1,27.7
2018-12-20,33.7,23.2,0.00,20.0,27.7
2018-12-21,34.7,24.0,0.00,17.6,28.3
2018-12-22,32.5,24.5,0.10,18.7,27.9
2018-12-23,32.4,24.0,0.50,21.4,27.6
2018-12-24,33.1,24.1,0.00,22.0,28.3
2018-12-25,34.3,24.7,0.00,20.3,28.9
2018-12-26,35.1,23.5,0.00,15.9,28.5
2018-12-27,34.4,22.8,2.10,13.7,28.1
2018-12-28,32.0,23.1,3.20,13.3,27.0
2018-12-29,29.4,23.4,0.30,20.9,26.0
2018-12-30,31.5,22.3,0.00,24.9,26.6
2018-12-31,33.0,21.8,0.00,23.1,26.7
2019-01-01,32.5,20.6,0.00,22.0,26.1
2019-01-02,31.5,20.1,0.00,24.1,25.4
2019-01-03,33.1,21.6,0.00,25.2,26.5
2019-01-04,32.6,21.4,0.00,25.3,26.3
2019-01-05,33.0,21.5,0.00,22.3,26.5
2019-01-06,32.6,21.8,0.00,21.3,26.3
2019-01-07,33.5,21.0,0.00,22.7,26.5
2019-01-08,34.2,20.8,0.00,16.9,27.5
2019-01-09,34.4,21.8,0.00,18.7,27.2
2019-01-10,34.4,21.6,0.00,19.8,26.7
2019-01-11,34.3,21.4,0.00,19.1,26.7
2019-01-12,33.8,22.0,0.00,22.0,27.3
2019-01-13,33.9,22.0,0.00,21.6,26.6
2019-01-14,33.9,22.0,0.00,19.5,27.1
2019-01-15,34.5,21.8,0.00,18.4,27.1
2019-01-16,34.3,21.6,0.00,20.9,27.0
2019-01-17,33.8,21.6,0.00,23.4,26.9
2019-01-18,33.5,22.0,0.00,20.5,27.1
2019-01-19,34.1,21.7,0.00,16.6,27.1
2019-01-20,33.7,22.1,0.00,21.6,27.1
2019-01-21,34.8,21.2,0.00,15.5,26.6
2019-01-22,33.4,20.5,0.00,14.7,26.1
2019-01-23,34.8,21.4,0.00,11.0,27.2
2019-01-24,34.5,22.5,0.00,15.1,27.7
2019-01-25,32.6,23.4,0.20,16.0,27.2
2019-01-26,33.5,23.1,0.10,19.1,27.5
2019-01-27,33.2,23.0,0.00,18.3,27.3
2019-01-28,32.7,22.8,0.50,18.1,27.3
2019-01-29,32.8,23.0,0.00,23.1,27.4
2019-01-30,33.5,23.5,0.00,25.7,28.1
2019-01-31,33.7,23.4,0.00,26.3,28.0
2019-02-01,33.6,23.1,0.00,21.3,27.8
2019-02-02,34.5,23.3,0.00,20.5,27.9
2019-02-03,35.5,23.5,0.00,21.3,28.5
2019-02-04,35.3,23.4,0.00,22.5,29.3
2019-02-05,34.1,24.9,0.00,20.6,29.3
2019-02-06,36.2,25.1,0.00,19.5,29.6
2019-02-07,36.8,24.9,0.00,18.8,29.8
2019-02-08,36.5,24.6,0.30,21.1,29.5
2019-02-09,34.7,23.2,4.10,13.1,28.6
2019-02-10,35.5,23.5,1.70,21.8,28.1
2019-02-11,35.9,24.0,0.00,23.9,29.4
2019-02-12,35.2,23.5,0.00,28.9,29.2
2019-02-13,35.8,23.3,0.00,22.4,29.3
2019-02-14,36.5,23.6,0.20,22.7,29.3
2019-02-15,35.8,23.6,0.90,14.6,29.1
2019-02-16,35.8,24.2,0.10,16.6,29.5
2019-02-17,36.3,23.2,0.10,20.2,29.1
2019-02-18,37.5,23.1,0.00,23.1,29.0
2019-02-19,36.3,23.1,0.60,18.4,29.7
2019-02-20,36.8,25.0,0.00,24.3,30.6
2019-02-21,37.1,24.2,0.00,21.6,30.0
2019-02-22,37.0,23.4,0.00,24.9,29.6
2019-02-23,38.0,22.0,0.00,23.9,29.6
2019-02-24,38.7,22.4,0.00,22.3,30.2
2019-02-25,39.5,23.7,0.00,21.2,30.2
2019-02-26,36.8,25.0,1.70,20.4,29.3
2019-02-27,33.8,24.6,0.60,19.7,28.4
2019-02-28,37.2,23.2,0.00,23.5,29.2
2019-03-01,38.1,23.7,0.10,18.8,30.2
2019-03-02,37.7,24.8,0.80,18.8,30.1
2019-03-03,36.5,25.0,0.20,17.8,30.0
2019-03-04,35.7,24.8,0.20,17.7,29.5
2019-03-05,37.1,25.0,0.10,20.0,29.8
2019-03-06,36.8,24.8,0.00,21.1,29.5
2019-03-07,38.3,25.4,0.00,19.2,30.0
2019-03-08,34.5,25.0,1.20,18.3,29.1
2019-03-09,36.2,25.0,0.30,17.8,29.7
2019-03-10,37.6,24.5,1.60,19.3,30.2
2019-03-11,38.7,25.0,0.30,20.7,30.2
2019-03-12,39.5,24.1,0.00,20.2,30.6
2019-03-13,39.0,24.0,0.00,22.3,31.0
2019-03-14,38.5,24.3,0.00,24.1,31.0
2019-03-15,38.8,24.0,0.00,22.1,30.9
2019-03-16,37.8,24.3,0.00,18.7,30.2
2019-03-17,38.3,24.4,0.00,14.9,30.5
2019-03-18,38.2,25.1,0.00,15.2,30.8
2019-03-19,38.5,25.0,0.70,23.2,30.6
2019-03-20,35.2,25.3,0.60,14.8,29.3
2019-03-21,38.2,25.5,0.00,20.1,30.4
2019-03-22,39.9,25.3,0.00,22.5,31.0
2019-03-23,37.2,25.5,0.40,20.2,30.5
2019-03-24,38.4,26.1,0.10,22.9,31.1
2019-03-25,40.5,26.0,0.00,20.9,31.9
2019-03-26,40.2,26.4,0.30,19.4,31.7
2019-03-27,39.6,25.9,0.70,17.3,30.7
2019-03-28,41.2,26.0,0.10,22.5,31.6
2019-03-29,36.2,26.0,0.60,21.6,30.1
2019-03-30,35.8,25.0,1.40,22.7,29.6
2019-03-31,36.8,25.6,0.60,17.0,30.2
2019-04-01,37.2,26.1,1.00,20.5,30.1
2019-04-02,35.2,27.0,0.90,18.4,30.1
2019-04-03,36.2,26.3,0.20,21.1,30.1
2019-04-04,39.5,25.6,0.40,21.4,30.2
2019-04-05,36.8,25.7,0.00,21.3,30.1
2019-04-06,35.9,26.3,0.00,17.2,30.0
2019-04-07,37.5,26.2,0.40,19.9,30.8
2019-04-08,36.3,25.3,3.30,18.2,29.4
2019-04-09,35.0,25.5,1.10,16.0,29.4
2019-04-10,36.7,26.5,0.60,20.2,30.4
2019-04-11,35.9,26.2,1.50,19.1,30.2
2019-04-12,37.8,26.1,0.30,19.8,31.0
2019-04-13,38.8,26.4,0.20,21.9,31.2
2019-04-14,40.5,25.8,0.20,27.2,31.6
2019-04-15,35.9,26.9,0.20,19.5,30.4
2019-04-16,37.1,25.6,6.00,20.6,30.7
2019-04-17,34.3,25.6,4.10,14.6,28.8
2019-04-18,37.2,24.4,17.80,19.5,28.5
2019-04-19,33.8,24.6,59.40,15.5,27.6
2019-04-20,32.1,24.2,5.40,15.8,27.5
2019-04-21,31.5,24.5,0.00,13.6,27.7
2019-04-22,33.0,24.3,26.90,12.6,28.2
2019-04-23,32.0,24.8,4.10,12.8,28.0
2019-04-24,33.7,25.9,0.10,13.8,28.8
2019-04-25,33.1,25.5,0.40,14.9,28.6
2019-04-26,33.9,25.2,0.00,13.2,29.4
2019-04-27,34.0,27.0,0.40,13.3,29.8
2019-04-28,33.3,26.2,0.90,21.0,29.0
2019-04-29,32.5,24.9,1.60,18.8,27.8
2019-04-30,30.0,23.9,5.30,19.2,26.6
2019-05-01,30.0,25.1,4.40,18.8,26.9
2019-05-02,32.8,25.1,0.70,21.1,28.3
2019-05-03,32.7,24.1,0.00,21.8,28.1
2019-05-04,33.2,24.6,0.00,21.3,28.5
2019-05-05,34.6,24.5,0.00,20.5,28.8
2019-05-06,35.5,24.8,0.40,20.7,29.7
2019-05-07,29.4,25.0,4.10,20.8,27.2
2019-05-08,28.5,24.8,3.90,16.2,26.4
2019-05-09,30.2,24.2,3.70,18.8,27.1
2019-05-10,33.9,24.3,0.10,17.6,28.9
2019-05-11,34.1,26.2,0.70,19.2,29.3
2019-05-12,34.2,25.6,3.80,18.7,29.1
2019-05-13,31.5,25.8,2.60,17.3,28.3
2019-05-14,31.1,25.9,4.40,18.3,28.3
2019-05-15,29.9,25.8,5.80,18.3,27.8
2019-05-16,33.9,25.9,1.30,18.6,29.2
2019-05-17,32.3,26.2,2.50,17.2,28.9
2019-05-18,35.0,26.0,1.50,19.1,29.6
2019-05-19,36.0,26.2,0.80,18.2,29.7
2019-05-20,35.2,26.0,1.80,17.6,29.7
2019-05-21,34.3,25.6,3.20,18.4,28.7
2019-05-22,35.1,26.0,3.30,17.3,29.7
2019-05-23,31.4,25.2,2.60,16.5,27.8
2019-05-24,32.5,22.8,5.20,16.7,27.1
2019-05-25,31.4,23.6,1.20,19.0,27.6
2019-05-26,32.0,24.8,4.70,19.2,27.9
2019-05-27,35.0,25.5,0.60,21.4,29.2
2019-05-28,35.5,26.4,1.00,20.2,30.1
2019-05-29,35.0,25.3,9.80,20.2,29.1
2019-05-30,31.9,24.5,17.30,16.6,28.0
2019-05-31,31.6,24.1,8.70,19.2,27.3
2019-06-01,33.3,24.3,1.60,18.9,28.5
2019-06-02,31.4,24.9,11.70,17.7,27.5
2019-06-03,28.8,25.1,14.20,16.6,26.5
2019-06-04,31.1,23.9,13.40,19.3,26.7
2019-06-05,32.7,24.2,17.20,18.0,26.9
2019-06-06,31.5,24.6,14.80,16.7,27.3
2019-06-07,31.9,24.8,2.30,21.6,27.5
2019-06-08,31.2,25.1,5.00,18.7,27.9
2019-06-09,32.1,24.4,13.80,19.2,27.1
2019-06-10,28.2,23.8,37.80,21.4,25.4
2019-06-11,28.4,23.8,37.00,25.2,25.3
2019-06-12,28.0,24.1,29.70,22.3,25.0
2019-06-13,27.6,24.0,14.10,24.5,25.1
2019-06-14,27.3,23.9,22.90,18.0,25.3
2019-06-15,29.5,24.4,12.50,24.1,26.3
2019-06-16,30.3,24.6,6.50,20.9,26.9
2019-06-17,29.9,24.9,4.00,23.4,26.7
2019-06-18,29.1,23.7,6.50,20.9,25.9
2019-06-19,29.0,23.5,32.60,21.6,25.5
2019-06-20,27.4,23.5,23.10,21.4,25.0
2019-06-21,27.2,23.7,25.70,23.1,25.0
2019-06-22,25.8,22.8,34.10,26.6,24.1
2019-06-23,26.5,23.4,24.40,19.7,24.9
2019-06-24,28.1,23.9,17.30,20.6,25.6
2019-06-25,28.0,23.7,8.30,20.9,25.4
2019-06-26,28.4,23.9,5.70,19.0,25.5
2019-06-27,27.8,23.8,6.30,21.3,25.6
2019-06-28,29.4,23.9,7.50,25.0,26.2
2019-06-29,28.8,23.1,7.00,22.6,25.6
2019-06-30,26.4,23.0,4.90,21.3,24.6
2019-07-01,27.5,23.4,10.70,20.2,25.2
2019-07-02,25.8,23.1,16.20,21.6,24.3
2019-07-03,27.6,23.6,13.80,19.9,25.0
2019-07-04,27.4,23.8,27.80,20.5,24.9
2019-07-05,27.2,22.6,28.70,23.4,24.3
2019-07-06,25.6,22.6,25.80,18.4,23.9
2019-07-07,26.9,23.0,18.00,21.0,24.6
2019-07-08,28.7,23.2,10.90,23.7,25.5
2019-07-09,27.2,22.7,18.60,18.5,24.5
2019-07-10,26.0,22.5,9.40,20.9,23.9
2019-07-11,30.0,22.5,0.80,21.6,26.0
2019-07-12,28.6,23.4,1.50,16.7,25.9
2019-07-13,30.2,23.8,6.50,17.6,26.0
2019-07-14,27.5,23.1,19.60,18.4,24.9
2019-07-15,27.8,23.3,6.30,20.0,25.0
2019-07-16,27.1,23.4,10.30,19.1,25.0
2019-07-17,28.0,23.6,9.30,21.4,25.3
2019-07-18,27.3,23.2,31.30,22.1,24.6
2019-07-19,24.5,22.9,43.80,27.5,23.7
2019-07-20,25.4,22.8,64.60,24.6,23.7
2019-07-21,24.6,22.5,51.40,23.9,23.5
2019-07-22,26.0,22.4,25.10,21.3,23.5
2019-07-23,26.1,22.1,11.10,20.1,23.7
2019-07-24,27.9,22.8,9.40,20.2,24.6
2019-07-25,27.4,23.2,9.20,19.3,24.8
2019-07-26,26.5,23.1,6.90,17.7,24.6
2019-07-27,28.6,23.2,5.20,22.0,25.2
2019-07-28,28.9,23.0,2.70,24.3,25.6
2019-07-29,27.2,22.8,3.00,19.9,24.9
2019-07-30,28.5,23.0,6.20,19.5,25.6
2019-07-31,28.7,23.5,4.80,19.8,25.6
2019-08-01,28.9,23.5,4.70,22.7,25.6
2019-08-02,26.6,22.6,19.90,22.5,24.4
2019-08-03,26.0,22.5,21.30,20.2,24.1
2019-08-04,26.4,22.8,29.00,18.7,24.0
2019-08-05,26.1,22.2,34.40,27.0,23.7
2019-08-06,26.0,22.5,64.00,25.7,24.0
2019-08-07,25.8,22.5,66.20,27.6,23.8
2019-08-08,26.0,22.5,87.70,27.2,23.9
2019-08-09,25.2,22.3,62.50,23.7,23.5
2019-08-10,24.1,22.3,91.90,19.3,23.0
2019-08-11,27.8,22.4,8.10,24.5,24.5
2019-08-12,28.4,22.6,8.90,26.3,24.8
2019-08-13,27.9,22.5,35.80,23.2,24.3
2019-08-14,24.9,22.5,60.20,24.0,23.5
2019-08-15,27.1,23.1,7.50,22.3,24.8
2019-08-16,27.9,23.3,5.90,22.0,24.9
2019-08-17,26.1,23.1,14.10,15.5,24.5
2019-08-18,28.5,23.1,13.50,17.3,25.1
2019-08-19,29.1,22.5,14.50,15.9,25.0
2019-08-20,27.7,22.8,14.70,15.9,24.6
2019-08-21,24.9,22.1,15.20,16.2,23.7
2019-08-22,24.9,22.1,20.70,16.0,23.2
2019-08-23,26.8,22.2,15.80,20.5,23.7
2019-08-24,25.5,22.2,18.30,21.1,23.7
2019-08-25,25.1,22.2,39.90,19.1,23.2
2019-08-26,25.4,22.3,43.10,22.1,23.4
2019-08-27,26.0,22.5,23.70,21.6,23.8
2019-08-28,26.7,23.0,25.40,19.1,24.3
2019-08-29,28.0,22.8,73.90,21.7,24.5
2019-08-30,27.5,22.8,12.40,21.3,24.8
2019-08-31,27.0,22.9,16.80,19.2,24.3
2019-09-01,26.9,22.7,32.30,22.6,24.2
2019-09-02,26.6,22.5,28.60,21.4,24.0
2019-09-03,27.1,22.7,26.90,22.1,24.1
2019-09-04,26.2,22.3,45.10,23.3,23.8
2019-09-05,27.8,22.6,19.20,22.7,24.3
2019-09-06,27.4,22.9,14.40,26.6,24.7
2019-09-07,26.8,22.5,10.90,26.1,24.4
2019-09-08,27.6,23.0,12.80,22.7,24.7
2019-09-09,28.6,23.0,4.70,21.6,25.3
2019-09-10,28.1,23.2,7.40,21.1,25.1
2019-09-11,27.9,23.0,14.90,17.3,25.0
2019-09-12,28.4,22.9,8.10,17.3,24.7
2019-09-13,27.1,23.6,9.50,16.7,25.1
2019-09-14,29.0,23.4,13.20,15.5,25.4
2019-09-15,28.6,23.0,8.80,18.2,25.2
2019-09-16,27.9,23.4,10.80,19.8,24.9
2019-09-17,28.6,23.2,12.20,19.1,24.9
2019-09-18,27.8,23.2,12.70,16.3,25.0
2019-09-19,26.6,23.1,17.70,14.1,24.5
2019-09-20,29.2,23.6,10.10,16.4,25.5
2019-09-21,30.1,23.4,4.10,17.0,26.3
2019-09-22,30.8,23.9,9.20,16.0,26.1
2019-09-23,28.8,23.5,18.30,18.0,25.3
2019-09-24,29.1,23.6,9.70,16.3,25.3
2019-09-25,26.8,23.5,8.90,13.6,24.9
2019-09-26,26.8,22.3,9.30,12.1,24.7
2019-09-27,29.8,22.5,7.20,10.1,26.1
2019-09-28,32.2,22.3,4.50,14.4,26.4
2019-09-29,32.1,23.1,5.70,17.3,27.0
2019-09-30,30.0,22.9,7.40,14.0,25.9
2019-10-01,29.1,23.6,11.30,12.6,25.9
2019-10-02,32.2,23.4,2.10,14.8,27.0
2019-10-03,29.6,23.4,6.30,13.0,26.3
2019-10-04,30.1,23.6,8.40,14.8,26.3
2019-10-05,31.5,22.4,18.10,14.6,25.8
2019-10-06,30.0,22.6,2.50,13.5,26.1
2019-10-07,29.1,23.5,7.50,17.4,25.6
2019-10-08,30.8,22.9,5.30,15.0,25.7
2019-10-09,29.8,23.4,9.40,11.2,25.7
2019-10-10,30.3,23.0,16.40,11.8,25.9
2019-10-11,29.1,22.6,10.70,13.0,25.4
2019-10-12,29.6,23.2,8.40,10.5,25.5
2019-10-13,32.1,23.0,16.90,14.7,26.1
2019-10-14,33.1,23.5,3.70,18.2,27.3
2019-10-15,30.8,23.1,7.00,14.1,26.0
2019-10-16,31.1,23.7,22.00,12.3,26.4
2019-10-17,29.4,23.5,57.50,14.5,25.2
2019-10-18,29.0,23.0,16.40,11.6,25.2
2019-10-19,31.4,23.2,3.80,19.5,26.4
2019-10-20,28.9,23.4,40.90,8.7,25.2
2019-10-21,24.6,23.0,26.90,13.5,23.8
2019-10-22,27.1,22.5,7.60,14.8,24.5
2019-10-23,28.9,23.0,18.80,18.8,25.0
2019-10-24,28.6,23.0,16.20,19.7,25.3
2019-10-25,28.3,22.9,6.70,15.4,24.7
2019-10-26,26.6,22.3,7.60,12.5,24.0
2019-10-27,28.8,22.6,0.10,9.8,25.1
2019-10-28,31.1,22.9,0.30,19.1,26.3
2019-10-29,29.5,23.0,14.50,16.9,25.4
2019-10-30,28.2,23.0,17.40,16.2,24.5
2019-10-31,25.1,22.4,24.10,14.1,23.6
2019-11-01,30.2,21.9,0.00,11.0,25.7
2019-11-02,31.1,23.0,3.00,14.1,26.1
2019-11-03,30.7,22.9,4.70,12.6,25.7
2019-11-04,31.0,23.3,0.50,11.4,26.3
2019-11-05,31.4,23.0,0.50,9.7,26.6
2019-11-06,30.0,22.5,8.90,11.5,25.5
2019-11-07,29.8,22.6,14.00,13.0,25.6
2019-11-08,28.6,22.8,13.60,9.4,25.2
2019-11-09,29.7,22.9,6.00,8.9,25.8
2019-11-10,29.4,22.8,10.00,10.3,25.3
2019-11-11,29.8,23.4,9.70,11.8,25.6
2019-11-12,30.5,24.0,0.00,15.8,26.6
2019-11-13,30.7,23.7,0.00,21.3,26.8
2019-11-14,30.8,23.9,0.00,19.9,27.0
2019-11-15,31.1,23.9,0.30,15.9,26.9
2019-11-16,30.9,23.6,2.90,17.3,26.6
2019-11-17,31.2,23.5,1.00,15.0,26.9
2019-11-18,31.9,24.1,0.10,18.7,27.8
2019-11-19,31.5,24.6,0.50,16.2,27.5
2019-11-20,31.6,23.9,4.40,19.1,27.1
2019-11-21,31.1,23.6,1.00,19.8,26.9
2019-11-22,30.1,23.2,0.70,21.5,26.3
2019-11-23,30.8,23.6,0.00,23.0,27.0
2019-11-24,31.1,23.7,0.00,24.5,27.3
2019-11-25,31.0,24.0,0.00,26.4,27.5
2019-11-26,30.8,24.1,0.00,27.7,27.1
2019-11-27,31.6,24.1,0.20,23.4,27.7
2019-11-28,27.9,24.0,1.40,17.9,25.9
2019-11-29,31.1,23.7,1.70,22.2,27.1
2019-11-30,30.6,23.2,14.80,18.0,25.9
2019-12-01,28.8,23.2,59.10,13.4,24.8
2019-12-02,29.9,23.4,0.10,19.5,26.1
2019-12-03,28.4,23.8,0.10,21.6,25.9
2019-12-04,29.9,23.5,0.10,26.7,26.4
2019-12-05,29.2,23.0,0.00,24.1,25.9
2019-12-06,29.5,23.0,0.00,28.9,25.7
2019-12-07,30.1,23.6,0.00,24.5,26.4
2019-12-08,30.0,23.2,0.00,23.5,26.3
2019-12-09,30.0,22.8,0.00,26.6,26.0
2019-12-10,30.5,23.1,0.00,23.1,26.5
2019-12-11,31.0,23.4,0.00,18.7,26.7
2019-12-12,31.5,23.2,0.00,19.8,27.0
2019-12-13,31.4,23.1,0.10,21.0,27.1
2019-12-14,29.7,23.4,3.00,18.2,26.1
2019-12-15,31.2,22.6,0.00,24.5,26.5
2019-12-16,31.1,23.0,0.20,23.4,26.6
2019-12-17,29.9,23.0,0.50,23.7,26.3
2019-12-18,31.2,22.8,0.10,29.6,26.8
2019-12-19,31.7,23.6,0.00,31.8,27.3
2019-12-20,32.4,23.4,0.00,21.6,27.2
2019-12-21,30.1,23.6,0.00,25.6,26.9
2019-12-22,31.7,23.5,0.00,25.2,27.4
2019-12-23,32.2,23.2,0.00,22.7,27.4
2019-12-24,30.4,24.5,0.00,23.0,27.2
2019-12-25,32.2,24.4,0.00,24.2,27.6
2019-12-26,32.0,24.4,0.00,18.0,28.0
2019-12-27,32.2,24.4,0.00,19.2,28.0
2019-12-28,31.9,24.0,0.00,24.6,27.9
2019-12-29,32.5,23.9,0.00,23.9,27.6
2019-12-30,32.2,23.9,0.00,22.1,27.5
2019-12-31,32.5,23.8,0.00,20.5,27.9
2020-01-01,33.0,24.4,0.20,20.5,28.5
2020-01-02,33.5,24.6,0.00,18.0,28.8
2020-01-03,34.9,24.2,0.00,18.0,29.1
2020-01-04,34.8,24.5,0.00,13.8,29.0
2020-01-05,33.8,24.3,0.00,17.8,28.9
2020-01-06,34.0,24.2,0.00,25.8,28.6
2020-01-07,33.5,23.8,0.00,24.7,28.3
2020-01-08,33.4,23.6,0.00,18.4,28.0
2020-01-09,33.3,23.5,0.00,19.4,28.0
2020-01-10,33.0,22.4,0.00,23.1,27.6
2020-01-11,32.5,22.4,0.00,24.9,27.0
2020-01-12,32.6,21.9,0.00,22.7,26.4
2020-01-13,33.0,22.5,0.80,17.7,27.3
2020-01-14,34.0,21.8,0.10,17.7,27.4
2020-01-15,32.0,21.5,0.00,22.0,26.7
2020-01-16,33.1,21.8,0.00,20.2,26.8
2020-01-17,34.4,22.8,0.00,17.0,28.1
2020-01-18,33.0,24.4,0.00,21.2,28.4
2020-01-19,34.3,24.7,0.00,21.3,29.1
2020-01-20,34.6,24.0,0.00,19.8,29.2
2020-01-21,34.3,23.6,0.00,22.6,28.6
2020-01-22,34.6,23.4,0.00,30.3,28.7
2020-01-23,34.8,23.5,0.00,28.4,28.8
2020-01-24,34.8,23.2,0.00,25.6,28.6
2020-01-25,34.7,22.5,0.00,20.2,27.5
2020-01-26,35.8,22.5,0.00,18.4,27.8
2020-01-27,35.4,22.2,0.00,18.0,28.0
2020-01-28,35.0,22.1,0.00,13.5,28.4
2020-01-29,36.0,23.2,0.00,15.9,28.6
2020-01-30,36.5,23.0,0.00,14.5,28.7
2020-01-31,36.2,23.4,0.00,14.8,28.7
2020-02-01,35.3,24.0,0.00,17.5,28.7
2020-02-02,34.8,24.2,0.00,22.9,28.4
2020-02-03,34.7,24.0,0.00,19.9,28.4
2020-02-04,34.5,23.5,0.00,21.7,28.3
2020-02-05,34.8,23.4,0.50,19.2,28.5
2020-02-06,35.5,23.8,2.50,15.4,28.8
2020-02-07,32.5,23.9,0.00,19.9,27.8
2020-02-08,35.1,23.1,0.00,17.6,28.3
2020-02-09,34.2,23.6,0.00,19.8,29.2
2020-02-10,34.7,23.6,0.00,27.5,29.0
2020-02-11,34.7,23.6,0.00,29.3,29.0
2020-02-12,35.8,23.5,0.00,26.4,29.4
2020-02-13,35.4,23.9,0.00,22.0,29.2
2020-02-14,36.5,23.8,0.00,18.4,29.2
2020-02-15,36.8,24.6,0.00,19.9,29.6
2020-02-16,37.0,23.7,0.00,21.3,29.5
2020-02-17,35.9,23.4,0.00,23.4,29.0
2020-02-18,35.3,23.5,0.00,22.1,28.6
2020-02-19,35.3,23.1,0.00,21.0,28.6
2020-02-20,35.5,23.0,0.00,23.7,28.8
2020-02-21,35.7,23.5,0.00,24.6,29.6
2020-02-22,36.2,24.5,0.00,25.6,30.0
2020-02-23,35.2,24.1,0.00,24.5,29.5
2020-02-24,36.1,24.2,0.00,23.8,29.4
